id,utc_date,white,black,white_elo,black_elo,opening,cp_10,cp_11,cp_12,cp_13,cp_14,avg_opening_cp
1715,2015.05.31,ODESZA,pana55,1613,1737,Sicilian Defense: Closed Variation,98,104,143,88,119,110.4
1716,2015.05.31,Superfloppy,LeoJourdan,1477,1495,"King's Gambit Accepted, MacLeod Defense",68,-36,432,452,406,264.4
1717,2015.05.31,KingsCrusherCrusher,Shajinator,2340,1274,Hungarian Opening,592,634,616,529,514,577.0
1718,2015.05.31,kashefi2851,JasonVoorhees,2099,2125,Sicilian Defense,30,28,56,54,57,45.0
1719,2015.05.31,caduzon,Marconi77,1486,1668,Sicilian Defense: Closed Variation,-237,-253,-329,-353,-349,-304.2
1720,2015.05.31,feng,tomost,1465,1977,Caro-Kann Defense,22,6,-16,17,5,6.8
1721,2015.05.31,Gilitrutt,steve_mcqueen,1889,2025,Bird Opening: Dutch Variation,-89,-11,-16,16,-21,-24.2
1722,2015.05.31,postal_25,Iamspartacus,1172,1549,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,19,25,-15,38,-3,12.8
1723,2015.05.31,Y0X,shier50,1242,1498,Richter-Veresov Attack,-207,-176,-166,0,-58,-121.4
1724,2015.05.31,DeepInsideYou,Pichiculin,1915,1989,Sicilian Defense: Closed Variation,-18,-47,-56,126,-282,-55.4
1725,2015.05.31,Bdg99,red_eagle,1908,1775,Pirc Defense #2,15,9,40,32,50,29.2
1726,2015.05.31,Daraiki,Kizes86,1372,1391,Russian Game: Urusov Gambit,211,194,151,-182,-402,-5.6
1727,2015.05.31,explodecomputer,BobNoto,1896,1904,Van't Kruijs Opening,103,138,155,137,131,132.8
1728,2015.05.31,reclarinete1,Ziad-Ali,1372,1253,King's Pawn Game: McConnell Defense,316,315,100,-471,-479,-43.8
1729,2015.05.31,tiger23,NikaruHakamura,1500,1726,Pirc Defense,103,111,-26,36,48,54.4
1730,2015.05.31,Siava,Bartleby_The_Scribe,1648,1398,Nimzo-Indian Defense: Three Knights Variation,68,75,225,96,43,101.4
1731,2015.05.31,robscuritas,lwlandry,1265,1415,King's Pawn Game: McConnell Defense,89,134,75,161,161,124.0
1732,2015.05.31,Cornedauroch,coolmcs,1581,1757,King's Gambit,79,19,61,39,-65,26.6
1733,2015.05.31,bishop50,RobertTonoyan,1460,1777,Slav Defense: Three Knights Variation,42,35,5,4,3,17.8
1734,2015.05.31,Keeplearning,bjagus,1702,1706,"French Defense: Winawer Variation, Delayed Exchange Variation",-19,-19,-19,-25,-18,-20.0
1735,2015.05.31,ostrak11,HernanCortes1512,1888,1423,Queen's Pawn Game: Mason Attack,95,27,-8,93,112,63.8
1736,2015.05.31,leko29,JoshWink,1418,1709,Queen's Gambit Accepted: Showalter Variation,311,320,468,433,370,380.4
1737,2015.05.31,Red_Seven,ornela_ayelen,1521,1280,Blackmar-Diemer Gambit: Ryder Gambit,-169,-84,-8,-23,-120,-80.8
1738,2015.05.31,dukas225,cesarcavalli,1488,1640,"French Defense: Advance Variation, Nimzowitsch System",-35,-87,-111,-115,-480,-165.6
1739,2015.05.31,Spoturnovsky,ligthcris,2018,1714,Queen's Gambit Declined: Vienna Variation,242,226,282,314,185,249.8
1740,2015.05.31,damonachey,OvercoME,1688,1677,Lasker Simul Special,-124,-94,-74,2,17,-54.6
1741,2015.05.31,pyreflies,Wasp_PL,1657,1581,"Italian Game: Two Knights Defense, Modern Bishop's Opening",465,539,466,530,564,512.8
1742,2015.05.31,regulus-eclipse,Kingscrusher-YouTube,2107,2221,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",79,-24,142,240,274,142.2
1743,2015.05.31,RUS1121,mirumen,1508,1597,Scotch Game,-516,-465,-521,-509,-469,-496.0
1744,2015.05.31,hiddenchess,Chaman,1821,1630,Caro-Kann Defense: Advance Variation,132,107,77,154,38,101.6
1745,2015.05.31,knives,darktangent,1783,1726,Slav Defense: Schlechter Variation,-11,-18,221,240,249,136.2
1746,2015.05.31,elery,ajb009,1366,1400,Horwitz Defense,661,570,805,736,708,696.0
1747,2015.05.31,majstorsreja,smyslov22,1711,1760,Sicilian Defense: Paulsen Variation,-23,104,7,24,142,50.8
1748,2015.05.31,ragobert,Ibuprofene,1179,1122,Nimzo-Larsen Attack: Modern Variation #3,-476,-416,-462,-421,-164,-387.8
1749,2015.05.31,Atilha-Le-1,dano63,1788,1749,Bird Opening: Dutch Variation,671,310,290,307,178,351.2
1750,2015.05.31,Alerezi,PijanaMysz,1681,1796,Sicilian Defense #2,8,-46,-127,-50,86,-25.8
1751,2015.05.31,Chess_Dogg,HershaleShmilovitch,1567,1724,Philidor Defense: Exchange Variation #2,43,26,56,23,-156,-1.6
1752,2015.05.31,rcoarco,AreUkidding,1358,1281,Old Indian Defense,56,57,76,50,54,58.6
1753,2015.05.31,lapraka,venerabile48,1599,1670,Caro-Kann Defense: Hillbilly Attack,104,175,157,160,118,142.8
1754,2015.05.31,valik123,chopin87,1513,1638,"French Defense: Exchange Variation, Svenonius Variation",-310,-418,-358,-640,-608,-466.8
1755,2015.05.31,IsraelAlcaraz,robleville,1497,1315,Queen's Pawn Game #3,19,15,56,583,574,249.4
1756,2015.05.31,anat_68,galopealegre,1856,1439,Queen's Gambit Refused: Austrian Defense,211,265,289,345,572,336.4
1757,2015.05.31,Mkwawa,jfn,1782,1666,Mieses Opening,-538,-596,-607,-611,-599,-590.2
1758,2015.05.31,cptmajormajor,RSerpaPuzzles,1856,2062,Horwitz Defense,-70,22,43,168,112,55.0
1759,2015.05.31,montav,bau,1643,1648,Pirc Defense,-20,-51,-29,-7,-4,-22.2
1760,2015.05.31,IgnitingIdeas,Gabriel_Victor,1794,1764,King's Indian Defense: Zinnowitz Variation,218,224,315,370,427,310.8
1761,2015.05.31,misaaa,woodywoodpecker,1940,1891,Old Benoni Defense,229,179,187,202,584,276.2
1762,2015.05.31,mamandus,Luminosity,1966,1880,Slav Defense: Czech Variation,11,-6,-33,-37,-81,-29.2
1763,2015.05.31,wayward,GandalfTheTW,1435,1757,Queen's Pawn Game: Mason Attack,-13,-138,-62,-508,-517,-247.6
1764,2015.05.31,lorychess,Parris4iv,1230,1483,Petrov's Defense #2,107,143,154,151,178,146.6
1765,2015.05.31,dappertutto,santamarta,1675,1762,Robatsch (Modern) Defense,-573,-609,-568,-518,-450,-543.6
1766,2015.05.31,SebPlaul,Mishel52,1676,1856,"French Defense: Advance Variation, Nimzowitsch System",-192,-259,-366,-654,-783,-450.8
1767,2015.05.31,pawncount,chess-power,1603,2045,French Defense: Queen's Knight,-464,-313,-352,-521,-696,-469.2
1768,2015.05.31,Alrrash,lualopezpe,1923,1875,French Defense: Knight Variation,-30,-36,-36,-2,85,-3.8
1769,2015.05.31,KingsCrusherCrusher,MessyMan,2340,2188,"Sicilian Defense: Dragon Variation, Modern Bc4 Variation",-4,0,1,-10,-28,-8.2
1770,2015.05.31,Shajinator,carlangas,1274,1434,Sicilian Defense: Bowdler Attack,-143,-199,-240,-264,-443,-257.8
1771,2015.05.31,nebojjsa,pepeg,1809,1733,Caro-Kann Defense: Accelerated Panov Attack,208,487,63,68,103,185.8
1772,2015.05.31,forestx,zygc,1862,1542,"King's Gambit Declined, Queen's Knight Defense",-274,-202,-269,-285,-392,-284.4
1773,2015.05.31,Genesis_Tri,Ewol,1531,1676,Sicilian Defense,387,394,439,619,953,558.4
1774,2015.05.31,gmgross,MogensDenmark,1839,1677,Owen Defense,16,20,85,120,481,144.4
1775,2015.05.31,taka6s6,fanfar,1494,1566,Rat Defense: Small Center Defense,-2,66,-105,-175,-368,-116.8
1776,2015.05.31,krazytayl,haHAHAhaHA1,1775,2011,Mieses Opening,-6,-21,-264,-229,-269,-157.8
1777,2015.05.31,Andriano_Ch,tjchess,1451,1397,French Defense: Horwitz Attack,-476,-580,-392,-376,-363,-437.4
1778,2015.05.31,Networ,hanyweh,1310,1215,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",139,148,53,206,40,117.2
1779,2015.05.31,alayouni,stempy,1667,1745,Caro-Kann Defense,-75,-169,-160,-263,-121,-157.6
1780,2015.05.31,Lesto,yann124,1827,1572,Sicilian Defense: French Variation,9,1,46,30,-10,15.2
1781,2015.05.31,tetu23,Anas_Maroc,1311,1500,Scandinavian Defense,667,753,828,577,591,683.2
1782,2015.05.31,DMKA,alleey,1233,1411,"French Defense: Advance Variation, Nimzowitsch System",-142,-176,-222,-215,-276,-206.2
1783,2015.05.31,IronFistBrew15,ramiroco,1811,1605,Semi-Slav Defense,181,189,204,363,376,262.6
1784,2015.05.31,matiasacevedo,xw07,1423,1873,Sicilian Defense: French Variation,67,63,122,598,590,288.0
1785,2015.05.31,PijanaMysz,Alerezi,1781,1695,"French Defense: Exchange Variation, Monte Carlo Variation",229,149,147,143,221,177.8
1786,2015.05.31,Kaiserwilhelm,tony_car,1202,1664,English Opening,242,103,242,218,143,189.6
1787,2015.05.31,panais,andyboy,1460,1372,French Defense: Steinitz Attack,121,115,110,178,178,140.4
1788,2015.05.31,Singularitus,satoshi,1847,1829,Zukertort Opening: Tennison Gambit,-612,-615,-631,-732,-758,-669.6
1789,2015.05.31,Torpinson,louisrobert,1796,1679,Zukertort Opening: Sicilian Invitation,87,88,85,99,95,90.8
1790,2015.05.31,dctrsnk,vdoma,1908,2021,Modern Defense,-45,16,37,-141,-187,-64.0
1791,2015.05.31,Halking,geo144,1554,1567,Sicilian Defense: Alapin Variation,-28,-525,-529,-523,-542,-429.4
1792,2015.05.31,NVeras,migarbi,1973,1886,"Queen's Gambit Declined: Modern Variation, Normal Line",95,114,421,438,477,309.0
1793,2015.05.31,muzonster,Bigprof8,1264,1279,Center Game #2,450,1015,986,446,445,668.4
1794,2015.05.31,polyphase,narek12,1575,1967,Benoni Defense: Modern Variation,119,164,127,61,70,108.2
1795,2015.05.31,Undodo,Berrondo1985,1876,1667,"Ruy Lopez: Morphy Defense, Caro Variation",-125,-95,-134,-159,-26,-107.8
1796,2015.05.31,johnsama,Evangelion,1609,1647,"Italian Game: Two Knights Defense, de Riviere Gambit",-228,-258,-197,-272,-268,-244.6
1797,2015.05.31,MatteoDL,musicaljerm,1095,1818,Scotch Game,247,8,-430,-868,-961,-400.8
1798,2015.05.31,boroxalex,tomost,1481,1978,Queen's Pawn,-101,-18,-49,-74,5,-47.4
1799,2015.05.31,EugeneJudo,mihailosvk,1218,1258,Sicilian Defense: Smith-Morra Gambit #2,-301,-327,-303,-295,-282,-301.6
1800,2015.05.31,steve_mcqueen,HHUK,2033,1738,Horwitz Defense,-27,-19,-31,-69,-294,-88.0
1801,2015.05.31,BobNoto,explodecomputer,1914,1885,Slav Defense: Geller Gambit #2,-165,-113,-100,-38,-85,-100.2
1802,2015.05.31,Argonn3007,ELMAGISTRAL,1997,1847,Horwitz Defense,-403,-440,-356,-362,-410,-394.2
1803,2015.05.31,igorpav,baristaino,1428,1211,Indian Game,385,235,241,373,348,316.4
1804,2015.05.31,jorgebinow,ekomanta,1870,1868,Four Knights Game: Spanish Variation,383,363,456,511,549,452.4
1805,2015.05.31,farfallasolitaria,adegun,1531,1790,Caro-Kann Defense,-6,63,12,122,-99,18.4
1806,2015.05.31,BlackSheeep,corgon,1583,1382,Caro-Kann Defense: Exchange Variation,0,18,11,16,11,11.2
1807,2015.05.31,mipour66,plavaptica,1496,1466,Nimzo-Larsen Attack: Modern Variation,25,48,95,177,11,71.2
1808,2015.05.31,cris2015,knight1011,1596,1223,"English Opening: Symmetrical Variation, Botvinnik System Reversed",479,544,675,964,980,728.4
1809,2015.05.31,kjf,vadlis,1504,1483,Scotch Game: Goering Gambit,158,161,150,290,312,214.2
1810,2015.05.31,hbastien57,rbk,1789,1931,"French Defense: MacCutcheon Variation, Exchange Variation",-17,30,-11,36,32,14.0
1811,2015.05.31,Algelberg,xbruch,1683,1676,Slav Defense,-23,-139,14,-66,-23,-47.4
1812,2015.05.31,CampusIV,Bsd,1432,1414,Queen's Pawn Game #2,220,232,403,481,354,338.0
1813,2015.05.31,Roadhouse,kostinho,1181,1308,Van't Kruijs Opening,-135,66,-74,-160,-208,-102.2
1814,2015.05.31,Kingscrusher-YouTube,grasshopper,2203,1612,Caro-Kann Defense,431,222,-175,-216,-710,-89.6
1815,2015.05.31,red_eagle,joefitz,1790,1695,Old Benoni Defense #2,33,101,107,125,134,100.0
1816,2015.05.31,benly,GentleRobot,1098,1097,Queen's Pawn Game: Chigorin Variation,-46,-369,-704,-667,-686,-494.4
1817,2015.05.31,brizgalka,Tigamelin,1330,1351,Van't Kruijs Opening,-366,-360,-383,-328,-86,-304.6
1818,2015.05.31,JoshWink,leko29,1713,1414,Sicilian Defense,-43,-79,-114,-114,-33,-76.6
1819,2015.05.31,ianschilling,levenfisch,1980,1974,King's Indian Defense: Four Pawns Attack,-72,-69,99,102,105,33.0
1820,2015.05.31,Gilitrutt,feng,1881,1464,Bird Opening: Dutch Variation,126,276,265,257,425,269.8
1821,2015.05.31,melqui,Aldobaran,1270,1389,Van't Kruijs Opening,391,377,457,430,476,426.2
1822,2015.05.31,olivier_poplan,averbak,1400,1125,King's Indian Defense,20,-11,8,-479,-434,-179.2
1823,2015.05.31,hegel,elcordobes,1592,1567,Hungarian Opening: Catalan Formation,33,84,149,156,161,116.6
1824,2015.05.31,capacha,MaxCoffee,1975,1695,French Defense: Marshall Variation,552,564,710,894,925,729.0
1825,2015.05.31,giupeppinox,swine,1500,1522,Queen's Pawn Game: Zukertort Variation,-5,-22,281,343,0,119.4
1826,2015.05.31,wayward,pawncount,1431,1601,Horwitz Defense,-31,-43,-37,-32,-120,-52.6
1827,2015.05.31,regulus-eclipse,GandalfTheTW,2123,1760,"Queen's Pawn Game: Veresov Attack, Classical Defense",-13,-164,-110,-65,29,-64.6
1828,2015.05.31,chess-power,knives,2047,1793,Zukertort Opening: Queen's Gambit Invitation,76,97,150,8,222,110.6
1829,2015.05.31,DeepInsideYou,Miloff,1907,1841,Sicilian Defense: Closed Variation,307,434,487,550,674,490.4
1830,2015.05.31,sergior2015jun02yyn,slick,1767,1683,"Ruy Lopez: Exchange Variation, Normal Variation",29,13,-201,-451,-430,-208.0
1831,2015.05.31,mabe48b,polof_2,1497,1384,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",-193,-337,196,21,187,-25.2
1832,2015.05.31,dimp,Fumodilondra,1532,1472,Indian Game,-86,-98,132,141,592,136.2
1833,2015.05.31,solna,piramidus,1731,1637,Queen's Gambit Declined: Queen's Knight Variation,188,205,248,329,356,265.2
1834,2015.05.31,Lagatima,Orko,1016,1147,Modern Defense,-627,-566,-855,-911,-871,-766.0
1835,2015.05.31,458,dobelner,1346,1247,Hungarian Opening,-488,-321,-270,-304,-235,-323.6
1836,2015.05.31,Artioucha,Kindercore,2040,1843,"French Defense: Winawer Variation, Alekhine-Maroczy Gambit",69,42,4,-4,-4,21.4
1837,2015.05.31,robert199711,saddam_disney,1390,1707,French Defense: Knight Variation,18,23,29,22,94,37.2
1838,2015.05.31,seydehashmi,chibaline,1797,1762,Horwitz Defense,109,19,14,-225,-250,-66.6
1839,2015.05.31,doitnow,brumia,1628,1667,Sicilian Defense: McDonnell Attack,17,-19,17,121,160,59.2
1840,2015.05.31,clarketm,prp,1590,1590,Sicilian Defense: Alapin Variation,136,195,269,415,428,288.6
1841,2015.05.31,Devinci,pendrek,1603,1806,Indian Game: West Indian Defense,96,65,117,102,120,100.0
1842,2015.05.31,toumai,toonytoon72,1499,1708,Mieses Opening,-66,-89,-98,-60,-102,-83.0
1843,2015.05.31,etking815,sport,1685,1610,Owen Defense,271,282,489,349,76,293.4
1844,2015.05.31,chopin87,dukas225,1645,1504,"King's Gambit Declined, Queen's Knight Defense",434,458,514,519,520,489.0
1845,2015.05.31,RevolutionPawn,randommoron,1777,1884,Saragossa Opening,-38,40,65,78,-63,16.4
1846,2015.05.31,darktangent,OvercoME,1716,1666,Mieses Opening,-5,83,124,53,-17,47.6
1847,2015.05.31,cnotesjazz,summercos,1131,1239,King's Pawn Game: Damiano Defense,240,268,202,122,248,216.0
1848,2015.05.31,joeste,Adressate,1206,1231,Italian Game,-42,-149,-41,-37,-155,-84.8
1849,2015.05.31,piongu,levtraru,2265,2165,Nimzo-Larsen Attack: English Variation,-111,-149,-115,-109,-86,-114.0
1850,2015.05.31,tomost,Ibuprofene,1980,1083,Vienna Game: Vienna Gambit,745,748,673,812,879,771.4
1851,2015.05.31,ligthcris,Mkwawa,1710,1791,Queen's Gambit Refused: Albin Countergambit,51,82,186,108,206,126.6
1852,2015.05.31,KingsCrusherCrusher,Spoturnovsky,2366,2022,"French Defense: Classical Variation, Steinitz Variation",36,68,214,228,227,154.6
1853,2015.05.31,Jasper20,fandrioli,1327,1491,"French Defense: Advance Variation, Nimzowitsch System",136,51,45,-43,-133,11.2
1854,2015.05.31,timogen,Leuow,1680,1486,"Sicilian Defense: French Variation, Normal",132,125,109,154,388,181.6
1855,2015.05.31,alanwillson,jalrivi1952,1295,1682,Queen's Gambit Declined: Queen's Knight Variation,152,292,221,-196,-182,57.4
1856,2015.05.31,futuredrama,johnrayne,1556,1325,Ware Defense,492,323,186,56,70,225.4
1857,2015.05.31,drunkmaister,Den-Den-2013,1602,1622,Nimzo-Larsen Attack: Modern Variation #3,35,47,-299,-300,-307,-164.8
1858,2015.05.31,cordylidae,Ultras_Srbija,1334,1376,Italian Game: Classical Variation #2,37,-40,18,14,149,35.6
1859,2015.05.31,valik123,smilingrazor,1580,1500,Center Game #2,-287,-216,-170,-77,-115,-173.0
1860,2015.05.31,rotcehnebur,mitiaelena,1413,1710,Torre Attack,-37,-40,-62,-130,-145,-82.8
1861,2015.05.31,themarschall,Jopius,1528,1805,Queen's Pawn Game: Mason Attack,-1,43,-95,34,12,-1.4
1862,2015.05.31,MateIn4,pifischer,2072,2104,Center Game: Berger Variation,73,76,39,65,63,63.2
1863,2015.05.31,apap,RealDuck,1768,1373,Zukertort Opening: Slav Invitation,21,41,47,128,809,209.2
1864,2015.05.31,GRANDCHAT,resveratrol,1461,1627,Queen's Gambit Accepted,165,-2,-121,-40,-130,-25.6
1865,2015.05.31,tabelatabela,gamintitus,1759,1850,Pirc Defense,119,128,-74,-94,-69,2.0
1866,2015.05.31,tijone,carlosestr,1440,1455,Philidor Defense #2,167,198,251,246,184,209.2
1867,2015.05.31,MessyMan,Luminosity,2180,1871,Caro-Kann Defense: Classical Variation,37,44,30,84,51,49.2
1868,2015.05.31,nasov,Snowden,1334,1396,Nimzowitsch Defense,-27,-14,-9,9,107,13.2
1869,2015.05.31,Shajinator,ragobert,1265,1195,Sicilian Defense: Bowdler Attack,-468,-463,-487,-32,-31,-296.2
1870,2015.05.31,woodywoodpecker,misaaa,1882,1949,Sicilian Defense: Closed Variation,-13,65,71,126,243,98.4
1871,2015.05.31,e01123581321,messi14,1540,1540,Semi-Slav Defense: Main Line,464,476,474,404,399,443.4
1872,2015.05.31,FoxMcCloud,dan815,1517,1387,Sicilian Defense: Old Sicilian,-170,-170,-164,-255,-268,-205.4
1873,2015.05.31,Vitamin69,Vasyaka,1919,1877,Queen's Gambit Declined: Exchange Variation,283,418,427,251,342,344.2
1874,2015.05.31,smyslov22,majstorsreja,1748,1724,"English Opening: Symmetrical Variation, Mecking Variation",-6,25,-94,-74,-71,-44.0
1875,2015.05.31,lualopezpe,Alrrash,1888,1911,Horwitz Defense,372,399,345,335,442,378.6
1876,2015.05.31,jstraat,yangxiaoxian,2052,2124,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",337,319,344,344,595,387.8
1877,2015.05.31,Komenor,Malky,1790,1877,Slav Defense #2,-22,-50,-18,-44,-90,-44.8
1878,2015.05.31,pichicola69,arangirovshik,1776,1553,Italian Game,-348,-348,-278,-282,-315,-314.2
1879,2015.05.31,bobbytal,masterdff,1898,1500,Alekhine Defense: The Squirrel,180,166,244,243,225,211.6
1880,2015.05.31,steve_mcqueen,mamandus,2036,1975,Queen's Pawn,354,383,420,303,275,347.0
1881,2015.05.31,tonka130,lude,1328,1276,Ponziani Opening: Ponziani Countergambit,541,691,725,890,887,746.8
1882,2015.05.31,dinhochess,Kirdaiht,1553,1605,Dutch Defense: Normal Variation,216,62,-447,-397,-403,-193.8
1883,2015.05.31,AFGR,JGreen,1530,1546,Nimzo-Indian Defense: Leningrad Variation,-96,-145,-139,-175,-313,-173.6
1884,2015.05.31,carlangas,cptmajormajor,1441,1850,English Opening: Anglo-Gruenfeld Defense,66,49,40,55,16,45.2
1885,2015.05.31,RSerpaPuzzles,HHUK,2068,1734,Van't Kruijs Opening,98,105,25,2,0,46.0
1886,2015.05.31,Sceccu62,Earv,1532,1439,Sicilian Defense,26,-69,-80,-58,-2,-36.6
1887,2015.05.31,lidhondt,divinepawn,1660,1544,French Defense: Knight Variation,-2,-13,-20,-24,-6,-13.0
1888,2015.05.31,Champ2Be,kopakabana321,1456,1613,Scotch Game,16,17,224,232,63,110.4
1889,2015.05.31,feng,grasshopper,1462,1612,Caro-Kann Defense,-11,22,-37,-3,182,30.6
1890,2015.05.31,Argonn3007,red_eagle,1981,1798,Old Indian Defense: Tartakower-Indian,40,40,372,368,420,248.0
1891,2015.05.31,hacialolejos,ELMAGISTRAL,1775,1863,Tarrasch Defense,20,184,188,160,187,147.8
1892,2015.05.31,jfn,satoshi,1674,1841,Scandinavian Defense: Main Line,-72,-67,-27,-115,-172,-90.6
1893,2015.05.31,Gilitrutt,damonachey,1883,1686,Bird Opening: Dutch Variation,-40,-16,-19,-28,-2,-21.0
1894,2015.05.31,cardog,elpaquis,1456,1401,"Grob Opening: Spike, Hurst Attack",-2,-8,52,-46,-32,-7.2
1895,2015.05.31,LeonardoCP,Thayr2,1073,1008,Bishop's Opening: Boi Variation,-90,-181,-325,-338,-636,-314.0
1896,2015.05.31,GazDixon2676,currumbrucu,1768,1751,Queen's Gambit Declined: Orthodox Defense,3,-38,-34,-33,-21,-24.6
1897,2015.05.31,Spasovica,olybrius,1581,1862,"Italian Game: Giuoco Pianissimo, Normal",109,105,109,136,185,128.8
1898,2015.05.31,dasuboot,rado68399,1801,1848,"Queen's Gambit Refused: Albin Countergambit, Normal Line",52,36,6,-20,-158,-16.8
1899,2015.05.31,explodecomputer,BobNoto,1897,1903,Van't Kruijs Opening,-134,-118,293,297,-95,48.6
1900,2015.05.31,PijanaMysz,Alerezi,1798,1679,"French Defense: Exchange Variation, Monte Carlo Variation",99,171,212,426,434,268.4
1901,2015.05.31,tropik,gmgross,1843,1850,Alekhine Defense: Scandinavian Variation,69,-1,26,132,501,145.4
1902,2015.05.31,SevillaChess,MogensDenmark,1819,1671,"Queen's Gambit Refused: Albin Countergambit, Fianchetto Variation, Be6 Line",109,102,280,16,-11,99.2
1903,2015.05.31,zofe,aapp11,1741,1727,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",89,36,47,145,158,95.0
1904,2015.05.31,tatu666,hyt5t,1319,1281,"Italian Game: Two Knights Defense, Fried Liver Attack",310,174,999,1024,343,570.0
1905,2015.05.31,tooraj,marechess,1457,1352,Modern Defense,399,391,379,520,469,431.6
1906,2015.05.31,Andriy_Trofymenko,Martin2020,1139,1264,"Queen's Pawn Opening: Veresov, Richter Attack",270,307,379,444,450,370.0
1907,2015.05.31,batteria,rmano,1613,1558,Center Game: Berger Variation,-268,-280,-253,-266,-324,-278.2
1908,2015.05.31,mica_s,horoz,1512,1560,Queen's Gambit Accepted,183,160,268,156,113,176.0
1909,2015.05.31,fanfar,taka6s6,1575,1486,Mieses Opening,41,43,12,25,25,29.2
1910,2015.05.31,oa,unpapax,1860,1801,Vienna Game: Omaha Gambit,30,24,62,19,-30,21.0
1911,2015.05.31,jorgesucks69,alatif113,1099,1379,Van't Kruijs Opening,-801,-831,-910,-811,-794,-829.4
1912,2015.05.31,biwere,sagenwald,1619,1563,Philidor Defense: Larsen Variation,-99,-63,10,5,0,-29.4
1913,2015.05.31,leko29,JoshWink,1410,1717,Queen's Gambit Accepted,294,102,79,190,151,163.2
1914,2015.05.31,kora,Corsaro2014,1742,1582,Elephant Gambit,410,690,717,631,683,626.2
1915,2015.05.31,pipe95,Kosor,1612,1608,Sicilian Defense: Hyperaccelerated Pterodactyl,146,227,264,294,371,260.4
1916,2015.05.31,guayotevil_jpp,albertollaguno,1558,1552,Hungarian Opening,-9,53,103,152,290,117.8
1917,2015.05.31,pawncount,knives,1608,1788,French Defense: Queen's Knight,29,-7,-52,-116,-76,-44.4
1918,2015.05.31,daxdaxdaxdax,SALIK2015,1353,1319,Scandinavian Defense: Mieses-Kotroc Variation,539,574,516,501,598,545.6
1919,2015.05.31,regulus-eclipse,KingsCrusherCrusher,2126,2377,"Queen's Gambit Declined: Harrwitz Attack, Orthodox Defense",127,131,96,15,12,76.2
1920,2015.05.31,scandalgod,JasonVoorhees,2118,2124,Slav Defense #2,169,164,89,95,107,124.8
1921,2015.05.31,Spoturnovsky,chess-power,2018,2052,"King's Indian Defense: Orthodox Variation, Positional Defense, Closed Line",68,201,340,201,216,205.2
1922,2015.05.31,tomost,wayward,1980,1424,Scandinavian Defense,-4,-27,-16,21,72,9.2
1923,2015.05.31,strelka12,onubense,2245,2301,Trompowsky Attack,-26,-72,-69,-54,-7,-45.6
1924,2015.05.31,SugarMinott,garik7777,1411,1664,Philidor Defense,197,44,-13,-16,-115,19.4
1925,2015.05.31,musicaljerm,pinzutto,1732,1150,French Defense: Advance Variation #3,242,403,628,558,548,475.8
1926,2015.05.31,SERJAOBRAZIL,Zeref25,1278,1471,System: Double Duck Formation,17,16,-23,27,194,46.2
1927,2015.05.31,haHAHAhaHA1,krazytayl,2004,1781,Old Indian Defense,29,8,-365,-363,-241,-186.4
1928,2015.05.31,gervasio,yaavarmo,1685,1573,Bishop's Opening: Philidor Counterattack,168,230,234,213,367,242.4
1929,2015.05.31,zetianx,ekispres,1392,1589,"Sicilian Defense: Modern Variations, Main Line",-19,-52,-91,-91,-86,-67.8
1930,2015.05.31,I5k1F4l1,romanfire,1500,1705,Modern Defense,-5,-2,22,78,-32,12.2
1931,2015.05.31,alex13pao13,faizaaya,1354,1349,Queen's Pawn Game #3,95,182,137,123,48,117.0
1932,2015.05.31,yazzrr,CheckMate10000,1606,1690,"French Defense: Tarrasch Variation, Closed Variation",-97,-170,-186,-179,-480,-222.4
1933,2015.05.31,NanoT,AreUkidding,1263,1300,Hungarian Opening,-75,-83,-114,-316,-320,-181.6
1934,2015.05.31,vinhasale,UnitedStates,1596,1322,Sicilian Defense: Alapin Variation,298,295,646,665,-160,348.8
1935,2015.05.31,YOANNAS,Jubilation,1193,1060,French Defense: Knight Variation,150,119,65,69,273,135.2
1936,2015.05.31,matanm369,ivoire2000,1627,1680,Semi-Slav Defense,319,354,359,432,511,395.0
1937,2015.05.31,knight2min,Spahic,1842,1821,Queen's Pawn Game,17,18,26,28,29,23.6
1938,2015.05.31,gfvgfv,akcedes,1673,1549,Queen's Pawn Game: Franco-Sicilian Defense,-472,-467,-465,-472,-470,-469.2
1939,2015.05.31,spacecowboy,Alastica,1362,1306,Four Knights Game: Halloween Gambit,627,656,653,690,824,690.0
1940,2015.05.31,chodevant,gurb,1652,1599,Scotch Game,-46,-29,-367,-367,-423,-246.4
1941,2015.05.31,moonking,herrmaa,1781,1529,Sicilian Defense: Bowdler Attack,87,-82,-27,-22,-50,-18.8
1942,2015.05.31,isidmart,aioyuo,1844,1712,Sicilian Defense,70,74,81,52,181,91.6
1943,2015.05.31,acegrey,gambitogame,1781,1728,Sicilian Defense: Closed Variation,67,9,11,10,11,21.6
1944,2015.05.31,grimble,Lencinas,1471,1371,Center Game #2,16,67,140,250,672,229.0
